timestamp,trend_strength
2018-05-01 05:00:00-04:00,0.7999999999999545
2018-05-02 05:00:00-04:00,1.0
2018-05-03 05:00:00-04:00,0.7441860465116003
2018-05-04 05:00:00-04:00,0.29411764705886284
2018-05-07 05:00:00-04:00,0.2857142857144597
2018-05-08 05:00:00-04:00,0.5
2018-05-09 05:00:00-04:00,0.291666666666864
2018-05-10 05:00:00-04:00,0.5909090909090733
2018-05-11 05:00:00-04:00,0.44444444444433917
2018-05-14 05:00:00-04:00,0.17647058823545148
2018-05-15 05:00:00-04:00,0.9714285714285993
2018-05-16 05:00:00-04:00,0.5111111111111645
2018-05-17 05:00:00-04:00,0.5200000000002092
2018-05-18 05:00:00-04:00,1.0
2018-05-21 05:00:00-04:00,0.3846153846154855
2018-05-22 05:00:00-04:00,0.06249999999993339
2018-05-23 05:00:00-04:00,0.30952380952382885
2018-05-24 05:00:00-04:00,0.21739130434785833
2018-05-25 05:00:00-04:00,0.629629629629731
2018-05-29 05:00:00-04:00,0.6603773584905357
2018-05-30 05:00:00-04:00,0.30303030303027434
2018-05-31 05:00:00-04:00,0.07692307692300965
2018-06-01 05:00:00-04:00,0.5526315789473212
2018-06-04 05:00:00-04:00,0.03703703703720858
2018-06-05 05:00:00-04:00,0.7000000000001136
2018-06-06 05:00:00-04:00,0.9393939393939916
2018-06-07 05:00:00-04:00,0.238095238095251
2018-06-08 05:00:00-04:00,0.24324324324317265
2018-06-11 05:00:00-04:00,0.12500000000026645
2018-06-12 05:00:00-04:00,0.24137931034478705
2018-06-13 05:00:00-04:00,0.5714285714285134
2018-06-14 05:00:00-04:00,0.04999999999995737
2018-06-15 05:00:00-04:00,0.30303030303033435
2018-06-18 05:00:00-04:00,0.14814814814823393
2018-06-19 05:00:00-04:00,0.6562500000001277
2018-06-20 05:00:00-04:00,1.0
2018-06-21 05:00:00-04:00,0.709090909090943
2018-06-22 05:00:00-04:00,0.5238095238094981
2018-06-25 05:00:00-04:00,0.3666666666667677
2018-06-26 05:00:00-04:00,1.0
2018-06-27 05:00:00-04:00,0.9280575539568584
2018-06-28 05:00:00-04:00,0.21666666666665088
2018-06-29 05:00:00-04:00,0.7735849056603571
2018-07-02 05:00:00-04:00,0.42105263157901823
2018-07-03 05:00:00-04:00,0.5555555555556608
2018-07-05 05:00:00-04:00,0.6811594202898145
2018-07-06 05:00:00-04:00,0.8301886792452324
2018-07-10 05:00:00-04:00,0.8214285714285496
2018-07-11 05:00:00-04:00,0.6111111111111024
2018-07-12 05:00:00-04:00,0.8400000000001455
2018-07-13 05:00:00-04:00,0.6222222222221773
2018-07-16 05:00:00-04:00,0.6666666666666666
2018-07-17 05:00:00-04:00,0.7777777777774268
2018-07-18 05:00:00-04:00,1.0
2018-07-19 05:00:00-04:00,1.0
2018-07-20 05:00:00-04:00,0.4666666666666035
2018-07-23 05:00:00-04:00,0.4230769230767717
2018-07-24 05:00:00-04:00,0.5333333333333081
2018-07-25 05:00:00-04:00,0.8666666666664393
2018-07-26 05:00:00-04:00,0.8148148148147992
2018-07-27 05:00:00-04:00,0.44444444444433917
2018-07-30 05:00:00-04:00,0.35294117647056855
2018-07-31 05:00:00-04:00,0.562500000000111
2018-08-01 05:00:00-04:00,0.8275862068965247
2018-08-02 05:00:00-04:00,0.539682539682594
2018-08-03 05:00:00-04:00,0.7916666666666272
2018-08-06 05:00:00-04:00,1.0
2018-08-07 05:00:00-04:00,0.5555555555556608
2018-08-09 05:00:00-04:00,0.49999999999943157
2018-08-10 05:00:00-04:00,0.3880597014925474
